"nome_tse","nome_final","descricao"
"NO_CAND","nome_candidato","Nome do candidato"
"DS_CARGO","cargo","Descrição do cargo"
"CD_CARGO","codigo_cargo","Código do cargo"
"NR_CAND","numero_candidato","Número do candidato"
"SG_UE_SUP","sigla_uf","Unidade da federação do candidato"
"NO_UE","nome_ue","Nome da unidade da federação"
"SG_UE","codigo_ue","Código do município"
"NR_PART","numero_partido","Número do partido"
"SG_PART","sigla_partido","Sigla do partido"
"VR_DESPESA","valor_despesa","Valor da despesa"
"DT_DOC_DESP","data_despesa","Data da despesa"
"RTRIM(LTRIM(DR.DS_TITULO))","tipo_despesa","Tipo de despesa"
"CD_TITULO","codigo_tipo_despesa","Código do tipo de despesa"
"DECODE(REC.TP_RECURSO,0,'EMESPÉCIE',1,'CHEQUE',2,'ESTIMADO','NÃOINFORMADO')","tipo_recurso","Forma de pagamento (EM ESPÉCIE, CHEQUE, ESTIMADO, NÃO INFORMADO)"
"TP_RECURSO","codigo_forma_pagamento","Código da forma de pagamento"
"NR_DOC_DESP","numero_documento","Número do documento"
"DS_TIPO_DOCUMENTO","tipo_documento","Tipo de documento (Nota Fiscal, Recibo, Outros)"
"CD_DOC","codigo_tipo_documento","Código do tipo de documento"
"NO_FOR","nome_fornecedor","Nome do fornecedor"
"CD_CPF_CGC","cpf_cnpj_fornecedor","CPF/CNPJ do fornecedor"
"DS_MUNIC","descricao_municipio","Município do fornecedor"
"RV_MEANING","situacao_cadastral","Batimento Receita Federal do Brasil"
